@RELATION stock_sim

@ATTRIBUTE date {2020-01-01 00:00:00,2020-01-02 00:00:00,2020-01-03 00:00:00,2020-01-04 00:00:00,2020-01-05 00:00:00,2020-01-06 00:00:00,2020-01-07 00:00:00,2020-01-08 00:00:00,2020-01-09 00:00:00,2020-01-10 00:00:00,2020-01-11 00:00:00,2020-01-12 00:00:00,2020-01-13 00:00:00,2020-01-14 00:00:00,2020-01-15 00:00:00,2020-01-16 00:00:00,2020-01-17 00:00:00,2020-01-18 00:00:00,2020-01-19 00:00:00,2020-01-20 00:00:00,2020-01-21 00:00:00,2020-01-22 00:00:00,2020-01-23 00:00:00,2020-01-24 00:00:00,2020-01-25 00:00:00,2020-01-26 00:00:00,2020-01-27 00:00:00,2020-01-28 00:00:00,2020-01-29 00:00:00,2020-01-30 00:00:00,2020-01-31 00:00:00,2020-02-01 00:00:00,2020-02-02 00:00:00,2020-02-03 00:00:00,2020-02-04 00:00:00,2020-02-05 00:00:00,2020-02-06 00:00:00,2020-02-07 00:00:00,2020-02-08 00:00:00,2020-02-09 00:00:00,2020-02-10 00:00:00,2020-02-11 00:00:00,2020-02-12 00:00:00,2020-02-13 00:00:00,2020-02-14 00:00:00,2020-02-15 00:00:00,2020-02-16 00:00:00,2020-02-17 00:00:00,2020-02-18 00:00:00,2020-02-19 00:00:00,2020-02-20 00:00:00,2020-02-21 00:00:00,2020-02-22 00:00:00,2020-02-23 00:00:00,2020-02-24 00:00:00,2020-02-25 00:00:00,2020-02-26 00:00:00,2020-02-27 00:00:00,2020-02-28 00:00:00,2020-02-29 00:00:00,2020-03-01 00:00:00,2020-03-02 00:00:00,2020-03-03 00:00:00,2020-03-04 00:00:00,2020-03-05 00:00:00,2020-03-06 00:00:00,2020-03-07 00:00:00,2020-03-08 00:00:00,2020-03-09 00:00:00,2020-03-10 00:00:00,2020-03-11 00:00:00,2020-03-12 00:00:00,2020-03-13 00:00:00,2020-03-14 00:00:00,2020-03-15 00:00:00,2020-03-16 00:00:00,2020-03-17 00:00:00,2020-03-18 00:00:00,2020-03-19 00:00:00,2020-03-20 00:00:00,2020-03-21 00:00:00,2020-03-22 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,2020-03-25 00:00:00,2020-03-26 00:00:00,2020-03-27 00:00:00,2020-03-28 00:00:00,2020-03-29 00:00:00,2020-03-30 00:00:00,2020-03-31 00:00:00,2020-04-01 00:00:00,2020-04-02 00:00:00,2020-04-03 00:00:00,2020-04-04 00:00:00,2020-04-05 00:00:00,2020-04-06 00:00:00,2020-04-07 00:00:00,2020-04-08 00:00:00,2020-04-09 00:00:00,2020-04-10 00:00:00,2020-04-11 00:00:00,2020-04-12 00:00:00,2020-04-13 00:00:00,2020-04-14 00:00:00,2020-04-15 00:00:00,2020-04-16 00:00:00,2020-04-17 00:00:00,2020-04-18 00:00:00,2020-04-19 00:00:00,2020-04-20 00:00:00,2020-04-21 00:00:00,2020-04-22 00:00:00,2020-04-23 00:00:00,2020-04-24 00:00:00,2020-04-25 00:00:00,2020-04-26 00:00:00,2020-04-27 00:00:00,2020-04-28 00:00:00,2020-04-29 00:00:00,2020-04-30 00:00:00,2020-05-01 00:00:00,2020-05-02 00:00:00,2020-05-03 00:00:00,2020-05-04 00:00:00,2020-05-05 00:00:00,2020-05-06 00:00:00,2020-05-07 00:00:00,2020-05-08 00:00:00,2020-05-09 00:00:00,2020-05-10 00:00:00,2020-05-11 00:00:00,2020-05-12 00:00:00,2020-05-13 00:00:00,2020-05-14 00:00:00,2020-05-15 00:00:00,2020-05-16 00:00:00,2020-05-17 00:00:00,2020-05-18 00:00:00,2020-05-19 00:00:00,2020-05-20 00:00:00,2020-05-21 00:00:00,2020-05-22 00:00:00,2020-05-23 00:00:00,2020-05-24 00:00:00,2020-05-25 00:00:00,2020-05-26 00:00:00,2020-05-27 00:00:00,2020-05-28 00:00:00,2020-05-29 00:00:00,2020-05-30 00:00:00,2020-05-31 00:00:00,2020-06-01 00:00:00,2020-06-02 00:00:00,2020-06-03 00:00:00,2020-06-04 00:00:00,2020-06-05 00:00:00,2020-06-06 00:00:00,2020-06-07 00:00:00,2020-06-08 00:00:00,2020-06-09 00:00:00,2020-06-10 00:00:00,2020-06-11 00:00:00,2020-06-12 00:00:00,2020-06-13 00:00:00,2020-06-14 00:00:00,2020-06-15 00:00:00,2020-06-16 00:00:00,2020-06-17 00:00:00,2020-06-18 00:00:00,2020-06-19 00:00:00,2020-06-20 00:00:00,2020-06-21 00:00:00,2020-06-22 00:00:00,2020-06-23 00:00:00,2020-06-24 00:00:00,2020-06-25 00:00:00,2020-06-26 00:00:00,2020-06-27 00:00:00,2020-06-28 00:00:00,2020-06-29 00:00:00,2020-06-30 00:00:00,2020-07-01 00:00:00,2020-07-02 00:00:00,2020-07-03 00:00:00,2020-07-04 00:00:00,2020-07-05 00:00:00,2020-07-06 00:00:00,2020-07-07 00:00:00,2020-07-08 00:00:00,2020-07-09 00:00:00,2020-07-10 00:00:00,2020-07-11 00:00:00,2020-07-12 00:00:00,2020-07-13 00:00:00,2020-07-14 00:00:00,2020-07-15 00:00:00,2020-07-16 00:00:00,2020-07-17 00:00:00,2020-07-18 00:00:00}
@ATTRIBUTE close NUMERIC
@ATTRIBUTE volume NUMERIC

@DATA
2020-01-01 00:00:00,98.33431337534095,5562622
2020-01-02 00:00:00,98.52484530865078,1306163
2020-01-03 00:00:00,98.43333517937874,2536622
2020-01-04 00:00:00,99.28156153583912,1882624
2020-01-05 00:00:00,100.66378978787931,1737377
2020-01-06 00:00:00,101.79264825986273,7033055
2020-01-07 00:00:00,100.91421646131965,4773649
2020-01-08 00:00:00,101.50820785104594,2024542
2020-01-09 00:00:00,103.04341629802393,8692208
2020-01-10 00:00:00,101.90984292756713,6282729
2020-01-11 00:00:00,103.0035675834995,4302178
2020-01-12 00:00:00,103.00023433814582,1068948
2020-01-13 00:00:00,103.66156940198086,6609973
2020-01-14 00:00:00,104.81643903830769,8146609
2020-01-15 00:00:00,103.68002082304177,2929671
2020-01-16 00:00:00,102.48661352780368,1074626
2020-01-17 00:00:00,103.97839348152462,9896685
2020-01-18 00:00:00,101.49355077877533,4794639
2020-01-19 00:00:00,100.67551103027785,6132952
2020-01-20 00:00:00,98.82672421372465,6976301
2020-01-21 00:00:00,100.35482801783945,7736186
2020-01-22 00:00:00,102.00575499331984,1137148
2020-01-23 00:00:00,102.03468045410696,4880052
2020-01-24 00:00:00,102.30600354067532,3122110
2020-01-25 00:00:00,103.89000505067946,5835942
2020-01-26 00:00:00,105.0844203597804,4987128
2020-01-27 00:00:00,105.0601188709356,1162806
2020-01-28 00:00:00,105.31221473720505,3715551
2020-01-29 00:00:00,105.92008725083717,6901980
2020-01-30 00:00:00,105.32916401016253,8533577
2020-01-31 00:00:00,103.64792959270044,7006792
2020-02-01 00:00:00,104.56554024152403,4430673
2020-02-02 00:00:00,103.92033193617412,3235567
2020-02-03 00:00:00,104.33613445813499,3398227
2020-02-04 00:00:00,105.44624202522544,8114741
2020-02-05 00:00:00,106.56826049521378,1971871
2020-02-06 00:00:00,106.76000307558327,9148889
2020-02-07 00:00:00,106.64964214455298,2131204
2020-02-08 00:00:00,107.72741541946206,7690231
2020-02-09 00:00:00,109.23940174965216,6718584
2020-02-10 00:00:00,109.50117749196555,1703680
2020-02-11 00:00:00,110.43967372124432,7275942
2020-02-12 00:00:00,110.70333967038941,1138162
2020-02-13 00:00:00,111.62830723394782,6323448
2020-02-14 00:00:00,111.02088513994283,7920805
2020-02-15 00:00:00,110.41429814729268,1306846
2020-02-16 00:00:00,111.14472040484667,9749051
2020-02-17 00:00:00,111.63818787239937,1709541
2020-02-18 00:00:00,111.2717160378254,2058660
2020-02-19 00:00:00,110.6696571338964,3534668
2020-02-20 00:00:00,109.71222174148913,8186843
2020-02-21 00:00:00,109.06595466487497,8620831
2020-02-22 00:00:00,109.90350029619674,8875041
2020-02-23 00:00:00,110.04796881781533,7386133
2020-02-24 00:00:00,109.75668683613465,1145470
2020-02-25 00:00:00,108.05275675367761,9344760
2020-02-26 00:00:00,108.56350583059721,7987512
2020-02-27 00:00:00,107.09799541618149,4517278
2020-02-28 00:00:00,106.74936846636874,5547416
2020-02-29 00:00:00,106.81406345167319,1533728
2020-03-01 00:00:00,107.18950847631126,3067756
2020-03-02 00:00:00,108.09965875866925,3090499
2020-03-03 00:00:00,108.44615524313957,4171432
2020-03-04 00:00:00,109.56031514951276,1326205
2020-03-05 00:00:00,108.66088543190163,9119993
2020-03-06 00:00:00,109.84741284232571,1698078
2020-03-07 00:00:00,109.92122138761525,1259548
2020-03-08 00:00:00,110.7317191437211,1703705
2020-03-09 00:00:00,109.79407585629353,7482738
2020-03-10 00:00:00,111.06069710589885,5652596
2020-03-11 00:00:00,110.2603943777559,4434994
2020-03-12 00:00:00,110.49146616739438,5517711
2020-03-13 00:00:00,109.9266323674677,8034383
2020-03-14 00:00:00,111.07107610746586,1024020
2020-03-15 00:00:00,112.38680965483952,1836450
2020-03-16 00:00:00,110.83545864522573,9071294
2020-03-17 00:00:00,110.62248955913839,8312080
2020-03-18 00:00:00,108.63049009131095,7853306
2020-03-19 00:00:00,110.03985291172553,4685337
2020-03-20 00:00:00,109.73358044328792,1148853
2020-03-21 00:00:00,110.13857660601735,5093308
2020-03-22 00:00:00,110.32019363342548,3653778
2020-03-23 00:00:00,111.7871792593195,6059790
2020-03-24 00:00:00,111.1707346773457,3856976
2020-03-25 00:00:00,111.56974376139642,7804366
2020-03-26 00:00:00,111.3193946515431,3812647
2020-03-27 00:00:00,111.50430599910328,3139253
2020-03-28 00:00:00,110.48019448341928,1846295
2020-03-29 00:00:00,109.66496755940135,4498549
2020-03-30 00:00:00,112.21445123976682,4735313
2020-03-31 00:00:00,111.45712396000864,9734636
2020-04-01 00:00:00,112.61209141237183,1777233
2020-04-02 00:00:00,111.83250548470247,3388219
2020-04-03 00:00:00,112.36148526370141,2142015
2020-04-04 00:00:00,112.03707839649005,8373764
2020-04-05 00:00:00,112.3294746399966,1602647
2020-04-06 00:00:00,114.69096093829512,6606626
2020-04-07 00:00:00,114.1549719961443,8590660
2020-04-08 00:00:00,114.75398426011476,9907092
2020-04-09 00:00:00,114.330506313528,8854698
2020-04-10 00:00:00,112.23054527207472,6388557
2020-04-11 00:00:00,112.96800610212986,6144620
2020-04-12 00:00:00,112.16022364160175,1400994
2020-04-13 00:00:00,112.55854794001507,5656040
2020-04-14 00:00:00,110.08037411528487,6118041
2020-04-15 00:00:00,110.05054863222324,9819946
