@RELATION anisotropic

@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC

@DATA
-1.1913034972026486,0.6565536086338297
-0.5443827245251827,0.11092258970986608
0.06014781585594943,5.257219417029375
2.5462283723801225,6.155258685658177
0.058208718445999896,-1.142970297830623
-0.39210815313215763,-1.4635149481321186
0.3558074390444449,4.437678954081066
-0.6017066122293969,1.8522781845089378
-0.8084936028931876,-0.5017570435845365
2.90069539454806,3.501518386389945
1.030999522495951,0.9312801191161986
-0.600638689918805,-0.2916937497932768
0.4147027905917446,3.8944323454960577
0.16924820374720706,4.792356043049599
0.16615700598979583,4.625756731721723
0.7910319470430469,-0.9093874547947389
1.8657745111447566,0.4738329209117875
0.01300189187790702,1.4535340771573169
-0.6800247215784908,0.23225369716100355
7.707628107938192,7.634505130087257
0.049666152714612936,5.375693561685894
-1.019062267588927,4.495956844541298
-0.23415337472333597,-0.23413695694918055
-0.33131187947292334,5.28529933429658
10.382956143778891,3.081631092779876
3.0186981539182485,4.713158896332753
0.8224838567506418,4.875481980221811
3.526588107639471,7.1240052425525615
-0.8516912196775773,4.97222615055169
3.102168346115755,5.375984466190519
-0.3427145165267695,-0.8022772692216189
6.298366285602931,8.831847282506445
-0.49286302316777186,5.252023257758922
-0.003986320658308686,5.739972069445013
-0.3498627539962928,5.106989955367111
1.1428228145150205,0.7519330326867741
7.385004408733006,6.628478128264495
5.24419024637208,3.067475540361334
2.484956546250745,1.9645284680306698
0.00511345664246089,-0.23458713337514692
7.376059595465126,3.5577408608439924
4.952459480243278,2.493676588405478
0.7615620386348286,5.2694550218423295
0.812525822394198,1.356240028570823
0.04329489373644996,4.92216138230396
-0.4302066826419762,4.807722227885088
-0.5916292563328875,3.98038391111995
2.936257008018721,4.1965353958675164
-0.24380311203624677,4.783720906090189
-0.03133954863658594,5.477571160250619
-1.9187712152990415,-0.026513875449216878
0.08704706823817122,-0.29900735046586746
-0.9353959605129278,4.8242432579793455
2.7539633216291053,6.229797928766264
3.0679369636560705,4.407953483149978
4.9477460150896295,5.293318458271955
0.00920918959477585,5.8382186561376415
0.7384665799954104,0.1713682811899705
6.7048824282374095,4.22433310851636
0.18557293668565442,4.698007406642089
-0.9194242342338032,1.5499344050175394
5.174505212475047,4.0367160078456
0.9633761292443218,0.4127809269364983
5.810415881221106,4.674642364080788
-0.8032231601287863,5.1017318179336115
1.3797891462566896,1.4813405640586117
-0.8347026405606859,5.271680096189968
-0.9905363251306883,-0.5662977296027719
-0.2651288091862204,4.603563583868828
-0.5338102146912972,4.928810257489353
6.262468197451143,7.164387985425304
2.9275124726948194,3.599547399507576
-0.5297602037670388,0.5132674331133561
5.7772689139950115,8.688390542373881
-0.5186230771632282,4.904830660958196
-1.0337210500199383,4.9554399802436055
0.06752820468792384,-1.4247481862134568
0.28853606359027,4.898477306978504
-0.46341769281246226,-0.46572975357025687
-0.47917423784528995,-0.18565897666381712
6.560299542630387,6.5708637731607
-0.6769220003059587,0.6116762888408679
0.25049285034587654,0.3464482094969757
-0.12448207423953675,5.4857854754771775
0.23948991287319593,5.166831052643474
0.8435708175362824,5.440819878474725
-0.07201012158033385,1.0035328978920242
0.1352284128899194,4.974880945275432
-0.21967188783751193,0.3571125715117464
1.477894044741516,-0.5182702182736474
10.332583436640666,0.11978050119374561
5.854389939442899,9.690427098039716
0.8135172173696698,-1.2308643164339552
-0.32532128456091347,4.756437308117652
8.603183222665288,1.4103446220514018
-0.13470341722227888,5.358771127897981
5.4976492389336755,3.4994578071030134
-0.19236096478112252,0.30154734233361247
0.324083969394795,-0.38508228041631654
1.5792128155073915,0.7674347291529088
-0.11564828238824053,-0.3011036955892888
0.25988279424842353,0.7818228717773104
5.061275435647357,6.244995728113624
-0.7575955310992761,5.683437133722262
-1.5506634310661327,0.06856297480602733
0.0917607765355023,-1.9875689146008928
1.847790114162387,7.29465486763694
-1.1509935774223028,0.37569801834567196
0.18329912304842413,4.530060106836323
0.2504585938121904,4.511222377600724
6.367743452925095,4.494518368915265
5.612416427771807,3.7326420615721756
10.47450733304418,2.979254286612121
-0.03471176970524331,-1.168678037619532
0.3070833500217126,5.378753855023652
5.702479669337581,3.4432512004485156
0.19203272446965364,4.983652625952954
-0.4606387709597875,1.0571222262189157
-0.06395879574038327,4.522229779699787
0.5292122434247939,4.120630256788443
3.1740834207071584,5.541146473954937
-0.883857436201133,0.1537251059455279
0.9154021177020741,0.32875110965968446
-0.16128571166600914,0.4040508568145384
0.173180925851182,0.3853173797288368
-1.0128311203344238,0.3142473325952739
0.47323762457354485,-0.07282891265687277
-0.6992837869095706,5.281484618345285
-0.03582603910995154,1.5646436558140062
-0.4694743859349521,0.5425600435859647
-1.3281860488984305,0.19686123586912352
-0.06285646664401767,5.466135786923569
0.4630887737658207,5.954708320235065
0.11780727905428297,5.385432596943484
-0.2221466300380558,5.1886502465224265
6.725359979277782,3.996948820285409
0.6476885381006925,1.5230298564080254
1.158595579007404,-0.8206823183517105
-0.7972138293971835,4.700312488523114
0.36139560550841393,1.5380365664659692
9.413635600702742,6.012454277402389
6.715650475936283,0.9682103220258709
-0.2453881160028705,-0.7537361643574896
4.479694374106812,3.767497663352918
-1.236950710878082,-1.3204566130842763
0.24196227156603412,-1.913280244657798
