@RELATION olivetti

@ATTRIBUTE pixel_0 NUMERIC
@ATTRIBUTE pixel_1 NUMERIC
@ATTRIBUTE pixel_2 NUMERIC
@ATTRIBUTE pixel_3 NUMERIC
@ATTRIBUTE pixel_4 NUMERIC
@ATTRIBUTE pixel_5 NUMERIC
@ATTRIBUTE pixel_6 NUMERIC
@ATTRIBUTE pixel_7 NUMERIC
@ATTRIBUTE pixel_8 NUMERIC
@ATTRIBUTE pixel_9 NUMERIC
@ATTRIBUTE pixel_10 NUMERIC
@ATTRIBUTE pixel_11 NUMERIC
@ATTRIBUTE pixel_12 NUMERIC
@ATTRIBUTE pixel_13 NUMERIC
@ATTRIBUTE pixel_14 NUMERIC
@ATTRIBUTE pixel_15 NUMERIC
@ATTRIBUTE pixel_16 NUMERIC
@ATTRIBUTE pixel_17 NUMERIC
@ATTRIBUTE pixel_18 NUMERIC
@ATTRIBUTE pixel_19 NUMERIC
@ATTRIBUTE target NUMERIC

@DATA
0.3099173605442047,0.3677685856819153,0.41735535860061646,0.44214877486228943,0.5289255976676941,0.6074380278587341,0.6570248007774353,0.6776859760284424,0.6900826692581177,0.6859503984451294,0.702479362487793,0.6983470916748047,0.6942148804664612,0.6983470916748047,0.6900826692581177,0.6942148804664612,0.6900826692581177,0.6983470916748047,0.702479362487793,0.702479362487793,0.0
0.4545454680919647,0.4710743725299835,0.5123966932296753,0.557851254940033,0.5950413346290588,0.6404958963394165,0.6818181872367859,0.702479362487793,0.71074378490448,0.702479362487793,0.71074378490448,0.6983470916748047,0.702479362487793,0.7066115736961365,0.7066115736961365,0.7148760557174683,0.7148760557174683,0.7066115736961365,0.6983470916748047,0.7148760557174683,0.0
0.3181818127632141,0.40082645416259766,0.4917355477809906,0.5289255976676941,0.586776852607727,0.6570248007774353,0.6818181872367859,0.6859503984451294,0.702479362487793,0.6983470916748047,0.702479362487793,0.7066115736961365,0.7066115736961365,0.7148760557174683,0.71074378490448,0.7066115736961365,0.7066115736961365,0.7066115736961365,0.7231404781341553,0.7190082669258118,0.0
0.19834710657596588,0.19421488046646118,0.19421488046646118,0.19421488046646118,0.1900826394557953,0.1900826394557953,0.24380165338516235,0.40495866537094116,0.4834710657596588,0.5165289044380188,0.5371900796890259,0.56611567735672,0.5743801593780518,0.586776852607727,0.6115702390670776,0.6322314143180847,0.6404958963394165,0.6570248007774353,0.6735537052154541,0.6942148804664612,0.0
0.5,0.5454545617103577,0.5826446413993835,0.6239669322967529,0.6487603187561035,0.6900826692581177,0.6942148804664612,0.7148760557174683,0.7231404781341553,0.7314049601554871,0.7396694421768188,0.7396694421768188,0.7644628286361694,0.7561983466148376,0.7644628286361694,0.7851239442825317,0.7933884263038635,0.797520637512207,0.8140496015548706,0.8099173307418823,0.0
0.5495867729187012,0.5454545617103577,0.5413222908973694,0.5371900796890259,0.5371900796890259,0.5330578684806824,0.5289255976676941,0.5330578684806824,0.5909090638160706,0.6115702390670776,0.6033057570457458,0.6280992031097412,0.6198347210884094,0.6239669322967529,0.64462810754776,0.6652892827987671,0.6652892827987671,0.6694214940071106,0.6735537052154541,0.6776859760284424,0.0
0.3305785059928894,0.3057851195335388,0.3305785059928894,0.3512396812438965,0.42561984062194824,0.5,0.6033057570457458,0.6322314143180847,0.64462810754776,0.64462810754776,0.6404958963394165,0.6363636255264282,0.6487603187561035,0.6611570119857788,0.6652892827987671,0.6652892827987671,0.6735537052154541,0.6818181872367859,0.6776859760284424,0.6652892827987671,0.0
0.12809917330741882,0.1859504133462906,0.24793387949466705,0.3140496015548706,0.38842976093292236,0.4628099203109741,0.5206611752510071,0.557851254940033,0.5909090638160706,0.6239669322967529,0.6404958963394165,0.6528925895690918,0.6735537052154541,0.6942148804664612,0.71074378490448,0.7272727489471436,0.7272727489471436,0.7479338645935059,0.7479338645935059,0.7479338645935059,0.0
0.24380165338516235,0.2975206673145294,0.3677685856819153,0.4545454680919647,0.4958677589893341,0.5371900796890259,0.5785123705863953,0.6033057570457458,0.6115702390670776,0.6322314143180847,0.6487603187561035,0.6528925895690918,0.6859503984451294,0.7148760557174683,0.7314049601554871,0.7231404781341553,0.7603305578231812,0.7561983466148376,0.7603305578231812,0.7520661354064941,0.0
0.3801652789115906,0.44214877486228943,0.4834710657596588,0.5454545617103577,0.5826446413993835,0.6280992031097412,0.6487603187561035,0.6776859760284424,0.6900826692581177,0.71074378490448,0.7272727489471436,0.7479338645935059,0.7603305578231812,0.7603305578231812,0.7685950398445129,0.7809917330741882,0.7809917330741882,0.797520637512207,0.7644628286361694,0.797520637512207,0.0
