@RELATION classification

@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE target NUMERIC

@DATA
-0.3463471250953676,0.6151050677776392,-1.5991364864470128,-0.02507710920357953,-1.8353852787631069,-0.0713927591237979,-0.07990030343713883,-0.08834265900909503,2.149470920207647,-0.4067230830465839,1.0
1.3538908762523743,-2.5528834315622877,0.5699503053413824,-0.8380899036716131,-1.5174819190222446,0.9154748297543673,0.46400843627911337,0.6353969322148971,-0.5372557435118799,0.7214662737850742,0.0
0.13633615329744264,2.473938251165453,2.15574316320679,-0.05409562034370152,-1.7773670029538535,-1.255050691472287,-1.2113599655903022,0.8363237229955514,5.026974252473422,-1.13145302065243,1.0
-1.4713141509516516,-1.6108113149082546,1.8113750286649815,-1.4261684378359802,-0.22287857878866113,-1.7672939613812306,1.9035516785495645,0.32865216037320905,-1.0926839678342102,0.6235488569016372,0.0
0.7675849727773429,0.10778445444215973,-0.35301605672556224,-1.6340548919460502,-3.142936363557262,-1.7742859801389832,-0.3706671871914271,1.313068515588715,4.881877580704355,-1.0365759163562973,1.0
1.5115207175661105,-2.3841447848430795,0.07299675597335759,0.793812843212043,-1.1653744201574758,1.2676436178157642,1.345466978843672,0.07518708760618616,0.5420467754704443,0.7800781797165829,1.0
-0.9500206680566747,-1.1352768401458497,2.2142515234622757,-0.38068644324252643,1.1320271444156442,-1.2670731411850902,1.6544990440466116,0.12644902282346232,-1.4591228600097734,-0.2960172273298979,0.0
0.21007696375402185,-2.785609081624439,1.5145175625895815,-1.1105101649069666,2.321769135502122,-5.017533456690706,3.849384433666153,-0.6033235652217123,1.4998874510320548,0.7730831891775268,0.0
-1.901537324623348,0.03174730344003265,0.5029004049141359,-0.5510912440037106,1.3842288662911713,-1.6882363368939022,1.2057138983712894,0.030311657494342222,-1.5879516066260158,0.32627467084668543,0.0
-2.3852381180077287,2.4802717772976273,-0.451409657600639,2.1760397997085583,0.3055245741315864,-0.26328704098733113,0.9819702868815459,0.2825435261067931,1.48850020038685,-0.4360534876498796,1.0
