@RELATION sensor_sim

@ATTRIBUTE timestamp NUMERIC
@ATTRIBUTE sensor_1 NUMERIC
@ATTRIBUTE sensor_2 NUMERIC
@ATTRIBUTE sensor_3 NUMERIC

@DATA
0.0,-0.021073545261292875,0.9232804576387632,-0.5264968554961227
1.0,-0.049209354330452315,0.979650142306278,-0.3552359885153195
2.0,0.12491273516240342,0.9870504067176264,-0.9619748600366063
3.0,0.1873998212745757,0.9916814756800432,-0.48109766905477597
4.0,0.31331626640727583,1.0846342550014592,0.4378941562850963
5.0,0.1824236376026806,1.1391375096815217,-0.3645312711303595
6.0,0.18993305124230636,1.1072207305919552,1.1788368024583653
7.0,0.44298105451707237,1.0128690405545677,1.6350893605960557
8.0,0.2396065357569048,0.9605238116055652,0.08689572054320734
9.0,0.3685329884129188,1.0281025495915534,0.4587803934628474
10.0,0.42853661999977877,1.1205060886611984,-0.8327591811382509
11.0,0.4092967751215728,0.8437722677417798,1.1992215981531436
12.0,0.38518946988884495,0.890768064684282,0.560909508854862
13.0,0.49571705667921023,0.9795269026921631,-0.15043134557194834
14.0,0.5376525762486225,0.9319822056260927,0.5080035140155874
15.0,0.5835661939019897,0.9516058150416885,0.9635071322005818
16.0,0.8044552253342487,0.9430178640686886,0.7823538133081374
17.0,0.6906089593818984,0.7457070668175404,1.1206341425009068
18.0,0.7512043429591491,0.8507917902704659,-0.17761385724410322
19.0,0.7663762546315962,1.0219080179830744,0.7875688062094964
20.0,0.6554118672878229,0.8594068858067602,-1.1162732123057622
21.0,0.7288005126689938,0.6517382168093498,0.7364969297322671
22.0,0.9853572313669992,0.8573204350536701,-0.161562984841666
23.0,1.1001767753985743,0.7510683303405317,-0.3499528183809534
24.0,0.8329015689539386,0.738127630035848,1.3703513370107736
25.0,1.0468846014668327,0.583079986340142,-0.24664013570296622
26.0,1.0393436276351664,0.5914107904736927,-0.07353211072834062
27.0,0.7741478718269992,0.6334330046761436,0.3229511920843126
28.0,0.923839571533198,0.5870145245642723,0.08946778823087974
29.0,1.060327359734553,0.6825160757202091,0.25298354356183533
