@RELATION 5430eeed85_banknote

@ATTRIBUTE variance NUMERIC
@ATTRIBUTE skewness NUMERIC
@ATTRIBUTE curtosis NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE authentic NUMERIC

@DATA
0.8773622905756714,2.1280723985523204,0.3521345577455339,-0.29176534692175116,1.0
-0.5228600271532683,2.0756536529209146,-2.345966396573465,1.0711177445475248,1.0
-0.4461834332147797,3.148120005922255,0.2853962121140221,2.0768783721014525,1.0
-0.18687164416135904,-0.5734472063462075,-2.8450324474643107,-1.6719974138344456,0.0
-1.0810565404082624,0.6786168192650572,-3.3639717516343683,0.745228231524238,0.0
-0.6763923020592697,0.21041341761320087,3.2863864158873772,3.939997578003234,1.0
0.5072740311072977,-1.2167049477037752,-1.1234502024411261,-0.32740777958523504,0.0
0.17770100093325383,0.5788159597503998,-2.0114598556928267,-1.0850254385014007,0.0
1.4469778843537329,1.3351634949798108,-1.1718266427798516,1.1192009498097995,1.0
0.620672097550678,0.2457053654975756,-2.0647957801119166,-1.3077142443269978,0.0
0.889630795623437,1.514723317409459,-1.0548065974201275,0.784988539252009,1.0
0.09612077694098337,0.5828544857778175,0.811366707762498,-3.445242051072621,0.0
0.820482181197364,-1.0289913247349158,-1.6957229532351734,-0.8306458620133917,0.0
-0.08973569428722672,0.46504050176569567,2.0781466163441036,0.3690835883099628,1.0
-1.344450511034277,0.19373273496842103,0.036771541367066174,2.331968331480112,1.0
-0.047711356141979855,0.3871500616119352,2.5038074475296996,1.803522407446546,1.0
-1.0212328171307132,1.2743088970817547,1.469505617403478,2.1153969685271417,1.0
-0.7271371758248686,1.5503442304649977,-1.069317235546042,-1.5665347905598368,0.0
1.2557561255735208,0.9584184003929535,-1.4463965716981226,-1.5933726981322227,0.0
1.4437646040732595,1.2815260465094598,1.2315193914794034,3.6806734611511605,1.0
0.02975613949574519,3.7302088575569137,-1.1581818771406223,-0.7555858860867622,0.0
-0.5624667758942676,2.6384388830557812,-1.7890741860353108,-0.1707218040189209,0.0
-0.8169356709872361,-0.9970885882687341,-1.2878754087414237,-0.6255359632764289,0.0
1.0318445394686349,1.0200594633109514,-0.7889246191370171,1.3816355073723008,1.0
-0.21398884422550896,-0.8378536932122223,1.2790184576008183,3.102098963464497,1.0
-1.4307751021180481,1.4280615594161354,1.3735448830892685,1.3400629356218139,1.0
0.3824097461840506,0.985712838954383,-0.8029091215860596,1.7061258699452022,1.0
0.7083564472993533,0.4529263135107283,0.8636704460792439,1.0801397398825783,1.0
-1.5255251709247388,1.3744603526608026,1.1803559477438144,2.3414810146242258,1.0
-2.4238793266289567,1.9637027984606568,1.1773572475497267,-0.10429859309114153,1.0
0.1664522082130561,2.29239790881029,-2.1664439710188548,0.06675438426229174,1.0
1.188393273448084,-1.0155245656096923,-2.0310911313553843,-1.4795347164864447,0.0
0.20768768716311115,0.951881594988339,-4.0918660156832,0.678295290799642,0.0
0.5697672802322039,1.1508647730115444,-0.25186054340999586,-1.780609861881949,1.0
-2.0417348684242906,1.0579315264246303,1.9491742126294223,3.9098932865441007,1.0
0.24380071377119883,1.6340224078343404,0.24367431653429183,0.616777328826493,1.0
