@RELATION regression

@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE target NUMERIC

@DATA
-0.372206776071053,1.543243528272189,0.5820977034686158,-0.9594392367234797,1.221033695525353,1.088748619704186,1.884586305934609,-1.1196174332890112,-0.4888494217862741,-0.22648409884983192,4.918606226663861
-0.2685306479058323,-0.7191533192424201,0.14679301198554937,0.8968393158655319,-0.4830610516834395,-0.8911922254152874,-2.151815401329305,-0.987179527151184,-0.21113023882769444,1.6122206282554243,25.791968986082555
-0.0952955323869521,0.1866091231563581,0.21915032766393897,1.5774532797634744,-0.30777823495300083,0.27902152577033923,0.6078965097165392,0.19408999289830758,-0.44643361455052827,0.24938368371075526,7.423082238080308
1.179440120721287,1.3538723741654128,0.4919191715065057,1.8314587658543537,-0.898414671348358,-0.4691756521047048,-1.7131345290908775,1.2378163119734618,-0.11453984525261789,-1.3202332070206422,36.27500876609709
0.40981865692851255,1.8998819348952156,0.4891871301476635,1.1096998419562232,0.3506300992735592,-0.24125765461854246,0.6725737012027313,-0.9745293046706415,-0.13263374638257355,0.6347214685617699,85.08432774335739
-1.5193699659540134,-0.7076694656187807,0.9178619470547761,1.0324652605511468,-1.2608839543350452,-0.48423407286625136,1.2669111491866227,0.7746340534293368,0.44381942814622843,2.1221561970126332,-82.58810804935376
2.4457519796168263,0.725766623898692,-0.05558467091045507,-1.1254890472983765,0.6543656563540577,0.1292211819752275,0.10939479460489289,0.22388402427913137,0.4810092317367132,0.2799686263198203,221.22018956423912
1.7275431701007113,0.1200313267182613,-0.573700003938579,2.1422703586118637,0.5228354880354996,0.4363236696740321,0.03800347816820029,-1.0227925651984056,0.6135179727304166,-0.02435459226098284,180.05336439933407
0.173180925851182,0.1537251059455279,0.8563987943234723,-1.245738778711988,-0.4465149520670211,0.3853173797288368,-0.883857436201133,-1.142970297830623,0.058208718445999896,0.21409374413020396,-4.887180344862034
0.19109906801990334,0.7462535660272207,-0.3933388123273607,1.2784518626072987,0.3686733088729012,0.04643654815614881,-1.3598561409799192,2.16325472330546,0.6454841811410754,0.028744822934817487,43.05105687177779
