@RELATION 1f675e4695_california

@ATTRIBUTE MedInc NUMERIC
@ATTRIBUTE HouseAge NUMERIC
@ATTRIBUTE AveRooms NUMERIC
@ATTRIBUTE AveBedrms NUMERIC
@ATTRIBUTE Population NUMERIC
@ATTRIBUTE AveOccup NUMERIC
@ATTRIBUTE Latitude NUMERIC
@ATTRIBUTE Longitude NUMERIC
@ATTRIBUTE MedHouseVal NUMERIC

@DATA
-1.0053151259972355,1.2218046849767015,-0.3997705114430575,-0.0022381164741810933,-2.0648652776836416,-1.0674339329604994,0.15714578370253451,-1.2590649114481933,2.1389929649070822
-1.3516846056163336,-0.7257438131534656,0.18676676447707832,-0.6115178029919482,0.517659020469123,-1.4066610968482223,-0.7553829323533225,-0.9232332461109043,1.6837823962317993
-0.8144028209931906,-1.4222345015068736,0.681634223668389,0.6055136511241652,-2.191978656279881,0.06440752243194205,0.014108356253124855,0.5709456946038727,2.07137001018644
0.8141517621182666,-0.5495402745955349,-0.11676591579524663,1.7388513518533313,0.9153902755601617,-0.3212427661179117,-0.6355578414044034,1.8325570434792018,3.1963944057427947
-2.0733902324081495,0.10643022769189683,-0.2549772174208553,-2.650969808393012,-0.7128457826771644,1.0915068519224618,1.5039929885826886,1.246085192497629,2.533510246976404
-2.5535495960558983,0.037696573123922904,0.6595314695891383,1.0386060692088166,0.8986691603391742,0.09315833769974234,1.7665118003276337,-0.5109891701957271,4.258795604932056
-1.9573385891339898,-0.9982122585114053,-0.002786110666901238,-0.34406395670422657,0.2731184342936442,-0.37453415075025087,-0.5330904020158331,-0.9799255747822445,2.271950033853196
0.606850593215671,2.98525900260341,0.3674816654743044,0.9218015019772522,0.17521141890851205,0.4826878872092127,-0.3135296861723979,0.4200944904518413,3.955728949968613
-0.6716233679380516,1.3800913541474515,-0.6255627015095294,0.4940301862827388,1.4765403497258958,0.2606737658239071,0.39580353343740904,-0.5503051538454201,3.943013086037922
1.3342291941726905,-0.7948936470016904,-2.072355181695998,-0.08269774501839869,-0.61836502004413,1.1361913746425423,0.1540318416835874,0.3590550934803667,2.7648659749632865
-1.8019804375800197,-1.4848979684499035,-2.553921134901955,-1.366878698415421,0.9495541354413237,-0.22476540189268354,0.9343199112392737,-1.1701130260593595,2.376213849565673
-0.28313889674376713,0.3614173172731029,-1.2931415437586478,0.45060341286253885,-0.7296024698074095,-1.869816339532164,0.5723903111756757,-1.1617838439123638,2.426210321144506
-1.03799135498923,0.07567354061338613,-0.43229517910733023,-1.1694806292030167,0.03175945658145075,-0.7209701084698963,1.2727147339712648,2.779963624223556,2.4950052734316213
-0.5574230531083212,-0.3519213178165091,-0.7699960661974573,-0.4561208274741882,-0.48720292119492714,0.18142662011397137,-1.2961166642498945,0.5950294658355647,1.9090367340950611
-1.6065771007386793,-0.17435425790283585,0.22530792204094158,-0.1314725956716678,-0.02355215087423812,0.8260471714415063,-0.3695269288333586,-0.43676423723821745,2.8452325810074517
-1.5856257067695927,-0.63093083373779,-0.9420601835742449,-0.21415031071118876,-1.1140813582330875,0.8371544863313845,-0.5479958187411378,-0.32115903870570245,2.2755898930995206
-1.5478015563090313,0.3202165779488289,1.221294945685148,-0.09511164770076601,1.5486392950240366,-0.33303761905376167,0.13395838058023532,-0.3103909913775655,3.2299293178214397
-1.4791960183577666,0.9911911129266663,0.7474449714270559,0.45015563394664765,-0.081894379572493,-0.10435844943808653,0.29787619102384516,1.7754908492400483,3.3216315490745334
0.2647753109779796,-0.39352985596972884,0.1786947168104756,0.6030946849488336,-1.1195461283831687,-0.8505352787470439,1.2292147842970504,2.4851899166788916,2.7797230654766585
-0.1512732836535117,0.28555407485765694,0.5211224283793383,0.5556044660034485,-0.05489400061628639,0.08958068125524882,0.645215585950057,-0.1973384203073261,3.3527374911738463
-1.6808704592381203,-0.6111771520193271,-0.5279940217656136,-3.2210163559857135,-0.6525282932166452,0.39559883476294233,1.3530691601664073,0.034271814200222225,1.9083923834243741
-1.0757366484416113,-2.049474485669681,1.2608495199993097,0.08797354712916895,-1.485186162699932,-0.44027463685080354,0.6166639764711183,-0.528998414203127,2.091779760166669
-0.4661886119462229,-1.125654967800585,-0.04129136178466144,0.9468075665118705,-0.7202120210067899,0.055002936033374625,-1.4745026870482356,0.42243497290143983,2.1776965062456113
