@RELATION 1f675e4695_circles

@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE target NUMERIC

@DATA
-0.4232101933555682,0.6641219346039569,1.0
0.25358753080301605,-0.7867295948627934,1.0
0.726874024040526,0.06521579186111195,1.0
0.8816257045849452,0.4169835527253316,0.0
-0.753402092966484,-0.269956908245757,1.0
-0.8055048835231697,0.003516517914027628,1.0
-0.3014807494746855,0.7886780813386937,1.0
-0.09380447014509657,-1.0063794185932573,0.0
0.9318452697732318,0.18226342493597822,0.0
0.43550546201819784,0.6974442666051057,1.0
-0.6695415971050406,-0.2972560656662106,1.0
-0.7174209412741547,0.6441002613591708,0.0
-0.7129844225825349,0.23379348052955948,1.0
-0.26539463649192446,1.0043664435000406,0.0
0.13473029126718578,0.8479633525071253,1.0
-0.743540731658576,0.10321977874865566,1.0
0.7317918641850727,-0.3428477687989373,1.0
-0.6651404018447876,0.4863089388352952,1.0
1.0683606756661805,-0.08331252469528423,0.0
0.7137576618985624,0.5196383323591841,1.0
-0.9804998934056576,-0.11652418746168777,0.0
-0.03668584869964439,-1.0748191031352041,0.0
-0.4204102960777308,-0.7182587862930803,1.0
-0.40198180710198134,-0.7195534601200541,1.0
-0.4379968725708403,-0.9194167623950598,0.0
-0.20810790485521896,0.9862971863557295,0.0
0.515074658729231,-0.5883190060759796,1.0
0.8605370876436885,-0.15990180265065385,1.0
0.7933344152787872,0.16768184721177526,1.0
-0.5648396102587824,-0.3222509195824773,1.0
0.8251668301993418,0.6948589028703491,0.0
0.6670941564810728,0.4648169402380118,1.0
0.23978230178547236,0.9508587633549033,0.0
0.5136018577680377,0.7608713075474883,0.0
-0.7694273200019184,0.40845440099104807,1.0
0.2522074660577471,-0.9790549121231874,0.0
0.9732078491539232,0.20842043158574539,0.0
-0.7617479098705694,-0.524464909523829,0.0
-0.32970723404879454,1.0198495388158662,0.0
-1.0628344475562992,0.17586363321990806,0.0
-0.7655056975828946,-0.7485430925918449,0.0
-1.0109924281591918,0.05172463029441609,0.0
0.6653648855231017,-0.48934282222273007,1.0
-0.8737641180989404,0.5825293270551526,0.0
-1.0962409378273867,-0.14868748541198704,0.0
-0.7991532974509092,0.5479168644592775,0.0
-0.7502417960375868,-0.31778288071046934,1.0
-0.7858713845410619,-0.01601515095036543,1.0
-0.04254174409078784,-0.9525398196802807,0.0
-0.7849894051944826,-0.19590707937602567,1.0
0.27957173033931015,0.7671499544273243,1.0
0.8737143120041981,-0.18466284908098216,0.0
-0.6970936764566465,-0.3371473573138623,1.0
-0.9656575743617014,0.0035486207819878674,0.0
0.8156581180567539,-0.10569148127961939,1.0
0.45935765358728153,-0.6268440213550714,1.0
-0.5603495915030421,-0.8197564054564443,0.0
-0.7881069138970707,-0.671195036035923,0.0
-0.10230449697624477,0.8584573129560696,1.0
0.5181006955971237,0.8950911104862248,0.0
-0.7973406408889097,-0.18738770505796054,1.0
-0.756106606802586,0.5856413823819363,0.0
0.8791995805320421,0.187661381950762,0.0
0.05016263420506229,0.8537143821819574,1.0
0.5342138429395118,0.6349434735332493,1.0
0.2886212267363827,0.9641376690937769,0.0
0.6052064403160362,0.8430766222229003,0.0
-0.24129526117156816,-0.7230729040490766,1.0
-0.711624580406853,0.7571714151861964,0.0
0.0366803925090237,0.7677666485971985,1.0
-0.09176543259372695,-0.9290258966013426,0.0
0.4462245399722352,-0.866666601091511,0.0
-0.7222719344981159,-0.22616237611488338,1.0
-0.14414677961236888,0.8122159274720179,1.0
0.6024666608440934,-0.77095409508808,0.0
0.478674014505615,-0.45911610891461524,1.0
-0.9727741229919136,-0.24884114437565807,0.0
-0.8990844188144803,-0.3002305132796781,0.0
-0.9514416562333794,0.3783156890610515,0.0
0.7290008041658169,-0.341775859709849,1.0
0.7420091250488516,0.39055252096973814,1.0
0.7555854574911829,0.20142056568529038,1.0
0.5978095437647586,0.7929742936599369,0.0
0.44817982301604553,-0.8864317206807298,0.0
-1.0201131671265127,-0.1691785209928926,0.0
0.1263474308283586,-0.9594835733550696,0.0
0.2529851943006757,-0.9691352525665731,0.0
-1.0643951999380818,0.08312638788841754,0.0
0.7918569325433891,0.6106690750139151,0.0
0.9170280908685449,0.4559118583937234,0.0
-0.19145448710583424,0.7732475823350552,1.0
-0.3495079702415019,-0.8658922449787181,0.0
-0.9789166076124858,0.3820301472688186,0.0
-0.7392776866584169,0.12430491249555062,1.0
0.015395823101881543,1.0485961397989005,0.0
0.7110509843722218,0.6603481008240187,0.0
0.2709714399447471,0.6820726938176166,1.0
1.0437447215153766,-0.21583979981410545,0.0
0.27500150224267783,-0.6908390404447069,1.0
-0.9158089947211416,0.3773928377392439,0.0
-0.7565936102251091,-0.02643365557996162,1.0
-0.93357101346051,0.24207491496773212,0.0
0.2652392648256706,0.9490515073482976,0.0
0.16467892788973895,0.730962507154618,1.0
0.10066888054207007,-0.7999381916361994,1.0
-0.7862182421056296,0.01393615174853351,1.0
0.7909322275768138,-0.4518013340090343,0.0
0.7235371942169688,0.6817728580138049,0.0
0.22810532194219746,0.7856474679547086,1.0
-0.5616123236019954,-0.7548903187208914,0.0
0.7133174420105892,-0.7645032795555631,0.0
-0.08518344168377896,-0.7730499562811163,1.0
-0.8426894195338896,-0.36756662933901796,0.0
-0.4979655080933314,-0.6721125890785093,1.0
-0.5231878007829313,-0.4921459143254034,1.0
0.15182610197310598,-0.9117091902263398,0.0
0.9944946822158703,-0.10910648739467993,0.0
0.8068300885175885,-0.25478891076545956,1.0
-0.36103163152479,0.724035799374353,1.0
-0.48527841371646824,0.6154694021302486,1.0
-0.6908131226974503,0.7260293935461745,0.0
0.3971356367016216,0.7094408740184477,1.0
0.16116960086223717,0.784563975318298,1.0
0.6156027654800764,0.4141931917855638,1.0
0.871376035437275,-0.3779128971417215,0.0
-0.2609351003251785,-0.7209554934176038,1.0
-0.02167833281510354,1.0396009549596619,0.0
0.485930744672445,-0.9492600635941895,0.0
-0.24752355248365132,0.7810011793904018,1.0
0.6617299287613061,-0.5947962712168845,1.0
0.8492186948329334,-0.5217921921108872,0.0
-0.07600501512571321,-0.9753970197286808,0.0
0.6205433035177194,0.5331030693413987,1.0
0.2901359450167979,-0.9982552511053716,0.0
0.43423668061301157,-0.6807029347053937,1.0
0.23808268419302694,-0.7777768662552065,1.0
0.7108136371254185,0.1567527114585428,1.0
0.3735105282471043,0.5948227388829319,1.0
0.3049149935376897,0.739597225357897,1.0
1.0222223087840314,0.14390959696110675,0.0
0.14709617649767848,-1.025540081495051,0.0
0.9204988889191849,-0.2600565768669795,0.0
0.31325944143518225,0.6624589410166345,1.0
0.42772408154497704,-0.9665927295260134,0.0
-0.6785398046343851,0.3606216990218797,1.0
-0.04105266599518195,-0.8450143085844457,1.0
0.5721445956628225,-0.7727180513184833,0.0
-1.047736257485062,0.04584977632007674,0.0
0.4247614178315057,0.8144446366487175,0.0
-0.9849016625864422,-0.3740937409279363,0.0
0.20579060036419194,-0.7729195973068035,1.0
-0.2814140017579862,-1.0062975701788108,0.0
-0.8358555359222447,0.049402812407209146,1.0
0.7664122328165398,0.3086215235094206,1.0
0.588071034914407,-0.5618341473151496,1.0
-0.553637897773207,-0.6165753902369987,1.0
-0.6749752908769628,0.15099322148580852,1.0
-0.935570685586277,0.4858385522239894,0.0
-0.3600268927419286,0.6904415435576524,1.0
-0.8437588608461729,-0.47221910757639474,0.0
-0.7967342230485086,0.43246716818439623,1.0
0.7452057352914119,0.3008679160746001,1.0
0.8582355380725147,0.4698290057325123,0.0
0.08162296812608485,0.9632222488555533,0.0
0.368420075333665,0.9011905896476156,0.0
0.902947181686544,-0.3561251067051761,0.0
0.501816789777561,-0.4626861141448901,1.0
-0.2593449744082953,-0.7540710332183048,1.0
0.5471707043250738,0.6081947305388467,1.0
-0.5720268848092114,0.817698910390995,0.0
-0.6427147758773396,-0.7327696512194373,0.0
-0.5034300200372898,0.6037170909639501,1.0
-0.43702868487048285,-0.6753106802057477,1.0
-0.17431087872589007,0.9391699967815517,0.0
-0.8189333732207644,-0.6904392914663287,0.0
-0.5826616362578425,-0.5869139636723334,1.0
0.7567067140515993,-0.5135047335144133,0.0
0.40633894869036763,0.8995907125163778,0.0
0.9050444692001063,-0.31177571805333887,1.0
