crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
-0.12038116395359824,-2.172669546014036,1.1096998419562232,0.6725737012027313,1.8998819348952156,-0.24125765461854246,-0.5353281859539227,1.1070806692869728,-0.09053328230416077,-0.13263374638257355,-0.9745293046706415,0.8474216771504216,0.40981865692851255,0.24108929441754867
-1.1196174332890112,0.14088624691120394,0.5820977034686158,-0.372206776071053,1.088748619704186,-0.9594392367234797,0.32316771418478146,-0.4888494217862741,-0.14760258629866868,1.884586305934609,1.543243528272189,-1.7684393655628516,-0.22648409884983192,46.37292307723747
-1.129706854657618,0.5298041779152828,-1.2110161997624567,-0.8604133652839524,-0.38455554422982535,0.047398671316414016,-2.4716445001272893,0.8356921120651418,-0.7968952554704768,1.0062928092144405,-0.5768918695231487,1.4415686206579004,-0.6518361078021592,-148.5736576583223
0.006799844559997769,-0.19003903500149447,-0.07595102364252276,-0.835142901630023,2.0895387216947734,0.15175799224874037,-0.18039168176240783,2.0236062192296393,1.3728484746765302,-1.6076610271180587,0.18474057889572446,-0.3574454228104272,-0.31984752325484395,-51.66695619088876
0.45588777208160763,2.165002344901084,0.9960476858058164,1.5013336519554867,-0.32267983884213575,-1.4218106667418438,0.9278401280812372,0.5562300094006599,0.0570131248970845,-0.25083301645504735,1.328194141849058,-0.643518230380143,-0.7567950885694608,91.20227528313954
-0.535235211560568,1.3173940656343257,0.9246336829127688,0.6982233136135899,0.3934853854217496,-0.6469367777055739,2.0752608726252655,1.0495527153193351,-0.6891878180895679,0.8951932200277323,0.6351718016819695,0.19759960469239965,0.05963036992017413,144.5743669249072
1.8466369960476658,-1.0700847663261526,-1.0212328171307132,-0.5640786307367284,-1.2803043986708944,0.24380071377119883,-0.6919080698812444,-0.09917586377938291,-0.045586016355497805,0.8724573282801447,0.650201177958661,-1.5255251709247388,0.7083564472993533,66.39291922368221
1.2360931752104374,1.091310120594269,0.0760053914124115,0.169360824036078,-1.4137144969049802,-0.9206735930793662,-1.092312764672579,-0.7355299425897666,-0.3164084496948019,-0.11122606134870032,-0.9039076414647897,0.609138120907177,0.5387559924463692,33.588347115625766
-0.6389617476895022,-1.3230897934074983,-0.1730718242838696,-1.4400508825942944,1.5945050632249722,-1.0962750868952018,1.0098170893426341,-2.153390113603715,-0.6881503451777238,-0.8469613483183278,-0.9913923494563072,1.642015160136369,0.015579047581467534,-244.8435022351751
-0.42076179368105326,-2.6042138566271342,0.9216501119244593,-1.4511756900515589,-0.01208894784605456,1.5111549302473475,0.4367385517335095,0.8868873900973003,0.40429475496169764,-1.252393444413119,0.3636318826249679,0.19894814679649453,-0.12754912037753421,-95.8640866550404
0.49568188797260465,0.15041890514357642,-1.0399059271255309,-0.6237689606958051,1.9140313538667861,-1.0534155631736561,2.403415585238275,0.8700677306887542,-0.05761879703358539,-0.19068240076334658,0.21743287317972287,0.3649610024662254,0.6127739050625697,11.92941499336117
0.5296927543567308,-0.07049877805909122,0.5578103063518622,-1.0651136630753726,-0.30522470435466764,-1.3118362323501596,0.06447441481012024,0.056649924897107164,-1.9754665663538713,-0.6095122021592831,-0.186971302985446,0.4865016438262019,0.010352619843380607,-100.69075308700617
-2.6357477390168778,0.003375506597160999,1.0213832954293984,-1.879924385139045,1.8709651753717822,-1.5859833122379583,0.9242701395378298,0.5346290861224353,-1.0138959522925377,0.38961417737090387,-0.8682927318763665,0.32782117284308526,2.088442772869925,32.39997904863583
-2.8485426206300755,1.1487657003721035,0.2606737658239071,-0.025554070991445278,1.1727290192593647,-0.6716233679380516,-0.36244094140313216,0.7716987106483447,-1.1196698946261439,0.5436001545944323,-0.37061433208610595,-1.7397137787780996,-0.5503051538454201,-97.52565578976763
-0.7728252145375718,-0.23681860674000887,0.5150476863060479,1.135565640180599,0.9540017634932023,0.570890510693167,0.08187413938632256,0.7589692204932674,2.3146585666735087,0.651391251305798,-0.3152692446403456,-0.48536354782910346,3.852731490654721,472.645637923013
-1.5708761520684993,-1.1267674689098053,0.5609194479412387,-0.33381948975600995,1.1731246375866413,0.6969544045107356,0.14294309476370676,0.4477169258102776,1.732514999485092,0.3696421921980939,-0.10730214400422888,-1.1939250063990554,-0.29548031802916036,-49.41444109221212
-0.09858813228426173,0.018849622944847662,-0.13125696709230472,-0.6500025808234597,0.16865467196672768,-0.22485598180807856,0.23321613126350166,1.41093237974627,0.9531366339132451,0.44194064956940904,-1.090399077442846,0.7082144232565571,0.07685188295876821,-45.96373796452127
1.6725723868377034,0.4190190093660452,0.2337859117907477,0.8335289616089246,-1.9937356425714554,0.33088023221445706,-0.05576907765770601,-1.2096410186912054,0.5583269125217224,0.37405656984757213,1.2276689924732922,-0.7050118557584089,-1.5558956462036273,-11.832861595347822
