date,close,volume
2020-01-01,98.33431337534095,5562622
2020-01-02,98.52484530865078,1306163
2020-01-03,98.43333517937874,2536622
2020-01-04,99.28156153583912,1882624
2020-01-05,100.66378978787931,1737377
2020-01-06,101.79264825986273,7033055
2020-01-07,100.91421646131965,4773649
2020-01-08,101.50820785104594,2024542
2020-01-09,103.04341629802393,8692208
2020-01-10,101.90984292756713,6282729
2020-01-11,103.0035675834995,4302178
2020-01-12,103.00023433814582,1068948
2020-01-13,103.66156940198086,6609973
2020-01-14,104.81643903830769,8146609
2020-01-15,103.68002082304177,2929671
2020-01-16,102.48661352780368,1074626
2020-01-17,103.97839348152462,9896685
2020-01-18,101.49355077877533,4794639
2020-01-19,100.67551103027785,6132952
2020-01-20,98.82672421372465,6976301
2020-01-21,100.35482801783945,7736186
2020-01-22,102.00575499331984,1137148
2020-01-23,102.03468045410696,4880052
2020-01-24,102.30600354067532,3122110
2020-01-25,103.89000505067946,5835942
2020-01-26,105.0844203597804,4987128
2020-01-27,105.0601188709356,1162806
2020-01-28,105.31221473720505,3715551
2020-01-29,105.92008725083717,6901980
2020-01-30,105.32916401016253,8533577
2020-01-31,103.64792959270044,7006792
2020-02-01,104.56554024152403,4430673
2020-02-02,103.92033193617412,3235567
2020-02-03,104.33613445813499,3398227
2020-02-04,105.44624202522544,8114741
2020-02-05,106.56826049521378,1971871
2020-02-06,106.76000307558327,9148889
2020-02-07,106.64964214455298,2131204
2020-02-08,107.72741541946206,7690231
2020-02-09,109.23940174965216,6718584
2020-02-10,109.50117749196555,1703680
2020-02-11,110.43967372124432,7275942
2020-02-12,110.70333967038941,1138162
2020-02-13,111.62830723394782,6323448
2020-02-14,111.02088513994283,7920805
2020-02-15,110.41429814729268,1306846
2020-02-16,111.14472040484667,9749051
2020-02-17,111.63818787239937,1709541
2020-02-18,111.2717160378254,2058660
2020-02-19,110.6696571338964,3534668
2020-02-20,109.71222174148913,8186843
2020-02-21,109.06595466487497,8620831
2020-02-22,109.90350029619674,8875041
2020-02-23,110.04796881781533,7386133
2020-02-24,109.75668683613465,1145470
2020-02-25,108.05275675367761,9344760
2020-02-26,108.56350583059721,7987512
2020-02-27,107.09799541618149,4517278
2020-02-28,106.74936846636874,5547416
2020-02-29,106.81406345167319,1533728
2020-03-01,107.18950847631126,3067756
2020-03-02,108.09965875866925,3090499
2020-03-03,108.44615524313957,4171432
2020-03-04,109.56031514951276,1326205
2020-03-05,108.66088543190163,9119993
2020-03-06,109.84741284232571,1698078
2020-03-07,109.92122138761525,1259548
2020-03-08,110.7317191437211,1703705
2020-03-09,109.79407585629353,7482738
2020-03-10,111.06069710589885,5652596
2020-03-11,110.2603943777559,4434994
2020-03-12,110.49146616739438,5517711
2020-03-13,109.9266323674677,8034383
2020-03-14,111.07107610746586,1024020
2020-03-15,112.38680965483952,1836450
2020-03-16,110.83545864522573,9071294
2020-03-17,110.62248955913839,8312080
2020-03-18,108.63049009131095,7853306
2020-03-19,110.03985291172553,4685337
2020-03-20,109.73358044328792,1148853
2020-03-21,110.13857660601735,5093308
2020-03-22,110.32019363342548,3653778
2020-03-23,111.7871792593195,6059790
2020-03-24,111.1707346773457,3856976
2020-03-25,111.56974376139642,7804366
2020-03-26,111.3193946515431,3812647
2020-03-27,111.50430599910328,3139253
2020-03-28,110.48019448341928,1846295
2020-03-29,109.66496755940135,4498549
2020-03-30,112.21445123976682,4735313
2020-03-31,111.45712396000864,9734636
2020-04-01,112.61209141237183,1777233
2020-04-02,111.83250548470247,3388219
2020-04-03,112.36148526370141,2142015
2020-04-04,112.03707839649005,8373764
2020-04-05,112.3294746399966,1602647
2020-04-06,114.69096093829512,6606626
2020-04-07,114.1549719961443,8590660
2020-04-08,114.75398426011476,9907092
2020-04-09,114.330506313528,8854698
2020-04-10,112.23054527207472,6388557
2020-04-11,112.96800610212986,6144620
2020-04-12,112.16022364160175,1400994
2020-04-13,112.55854794001507,5656040
2020-04-14,110.08037411528487,6118041
2020-04-15,110.05054863222324,9819946
2020-04-16,108.43533106887111,4210091
2020-04-17,108.06563255144053,7419483
2020-04-18,109.34924965983552,5920876
2020-04-19,109.86098893203528,3378401
2020-04-20,108.72484050872191,7308150
2020-04-21,108.8135345632377,7988716
2020-04-22,109.03807566792429,7038096
2020-04-23,109.79957525598165,2647620
2020-04-24,109.44778892540597,3551881
2020-04-25,109.55372885843755,1165086
2020-04-26,110.33459333288087,2290013
2020-04-27,110.03415633308991,8944239
2020-04-28,109.29561673781625,9420413
2020-04-29,109.67952790078718,7796302
2020-04-30,110.01135543602517,4071797
2020-05-01,110.23451573782333,2890258
2020-05-02,111.34386892811546,5768345
2020-05-03,111.40301950974589,4236469
2020-05-04,111.93925371276288,7927820
2020-05-05,112.47023669009971,4363907
2020-05-06,113.89922467289816,8908201
2020-05-07,113.68358409238446,5576652
2020-05-08,114.41110444116349,5086509
2020-05-09,114.2144136450206,1519037
2020-05-10,115.26490071095368,9423341
2020-05-11,113.99835252219891,5378560
2020-05-12,115.50895317740809,9279714
2020-05-13,114.9283450599955,1182923
2020-05-14,113.55599284774105,3255963
2020-05-15,114.17772662660848,6078370
2020-05-16,113.47299554113935,3391891
2020-05-17,113.0334608025816,9411119
2020-05-18,113.10157611667054,4640827
2020-05-19,113.02879509229354,3137230
2020-05-20,114.45301778062189,8813185
2020-05-21,114.16361043845687,2934754
2020-05-22,112.46048911025795,5259055
2020-05-23,111.00826764767535,1889352
2020-05-24,110.99000657274414,5088389
2020-05-25,111.84549531475731,2989257
2020-05-26,109.19611503070666,4218724
2020-05-27,108.0171722731389,5053217
2020-05-28,108.05348620435505,4837014
2020-05-29,108.80752742866568,3055296
2020-05-30,108.31886132800089,8290252
2020-05-31,108.01959484867422,8121222
2020-06-01,106.04033366255727,9240303
2020-06-02,106.47015643219105,5909428
2020-06-03,105.75896264381151,8962434
2020-06-04,105.31139494153489,3767452
2020-06-05,105.07217795439132,6035116
2020-06-06,105.22531665873295,3816013
2020-06-07,104.89894147454548,9694847
2020-06-08,106.73654863223268,2005249
2020-06-09,107.49440131177228,4904235
2020-06-10,107.5568950461106,9076481
2020-06-11,106.53327453348433,1657461
2020-06-12,106.84152282404304,4493700
2020-06-13,106.31190938228761,3413357
2020-06-14,107.2947826015942,4698535
2020-06-15,107.07569974226843,4027744
2020-06-16,106.4366162882197,6298174
2020-06-17,105.84823690577092,1377437
2020-06-18,105.92099324913342,4254727
2020-06-19,107.2096959986081,2963139
2020-06-20,107.27200601622486,4963701
2020-06-21,106.47159429416526,3431831
2020-06-22,106.81479596097262,2145766
