cylinders,displacement,horsepower,weight,acceleration,model_year,origin,mpg
0.19408999289830758,-0.7001208149391732,0.132969674146876,1.073631749859772,0.1866091231563581,-1.0265152994110602,-0.44643361455052827,-39.59986239034234
0.4940301862827388,-0.025554070991445278,-0.6716233679380516,0.2606737658239071,-0.6255627015095294,-0.5503051538454201,0.39580353343740904,-110.55018256121136
-0.3095464393139903,-0.18490213644298903,0.924027019206901,0.326133022242118,0.6159356069442637,-1.251113576385303,0.5931012579683838,37.558387432314504
1.179440120721287,-0.11453984525261789,1.3538723741654128,-0.4691756521047048,-1.3202332070206422,-1.7131345290908775,1.8314587658543537,-47.11230621715584
0.9567023167945841,0.5079913269125437,-1.8362053731032966,-0.7859894605079495,-0.1524698363805439,-1.331232953557778,0.7081086766885905,-216.30295487255287
-0.8397218421807761,-0.759132661553698,-0.525755021680761,-0.5993926454440222,2.1898029332176723,-2.123895724309807,-0.8082982853551515,-71.08898852085736
1.2065089665083568,0.028744822934817487,-0.3933388123273607,-0.8169356709872361,-0.16711808031685435,0.3686733088729012,0.14671368643332283,-1.0896150918312237
0.517659020469123,-0.6115178029919482,-0.7553829323533225,-0.7257438131534656,-0.6248185776956788,0.18676676447707832,0.026091050210833786,-84.37569241815623
0.06428001909546277,-0.7303666317171367,0.6795977489346758,-1.0777447779293061,-0.47193186578943347,-0.7153037092599682,1.088950596967366,-15.815773256908594
-0.933267959073196,1.7117084801423434,-0.172946059923423,-0.4432822511915103,-0.15852957302697002,-0.8848027140269009,-0.02730453950993186,-103.24440681562328
-1.006017381499702,0.6241198170521551,0.7916626939629359,-1.2141886127877322,-0.8182206832334725,1.1581108735000678,2.0923872756854602,92.15549218552206
-0.827230943552323,0.40171172209894146,-0.1087601484568576,0.5193465142411723,-0.2886586389201383,1.5327389130025777,0.3227185603380895,70.48669032033594
0.8563987943234723,0.3853173797288368,0.173180925851182,0.21409374413020396,-1.5148472246858646,-1.245738778711988,-0.4465149520670211,-160.45850451463986
-0.6237689606958051,0.8700677306887542,0.21743287317972287,1.9140313538667861,0.6127739050625697,-0.19068240076334658,-1.0534155631736561,33.02027544073062
0.032004149065766624,2.013387247526623,-0.6777153697521061,-0.7534178703461835,1.301741289398798,0.4599721429391164,1.5615111967268527,86.72513206614335
-0.9913923494563072,1.642015160136369,-1.3230897934074983,-2.153390113603715,1.5945050632249722,-0.6389617476895022,-0.8469613483183278,-92.00314297070119
1.1894704889246406,-0.29756350335999193,0.7011727423108983,-1.2276078151369925,-0.24415663529064868,0.597400069849858,0.9640871682883573,103.37954617774851
-0.5112156764311852,1.0941915184709485,0.055724912288694604,-0.9896048202585809,1.3454200461549777,-0.12578692009964815,1.593186626639397,95.80293033401202
1.6964563682900382,0.39913611435207086,-0.5449190868089497,0.2110174672026184,1.7547941819843647,-0.09671311187039239,-2.081929407883722,61.075610910293626
0.9826909839455139,-1.2795769667357015,-1.8408742313316453,1.6654744444625766,0.472597482413043,1.0143700650181304,0.25602973431387566,-4.237385243469234
0.8576596232020194,-0.01851313599238993,-1.0025293646378088,-0.1599385299634271,0.3109075655980046,-0.01901620790268883,1.475356216949552,-16.641864278085237
-0.8972543714858315,-0.14705738150213865,0.9751197334177512,0.07580455819372633,0.6283455092642799,-0.6771617115121117,-0.012246772846914623,56.27628287116639
