x,y,z
-3.121174657452981,13.482664569240043,7.628534823961052
6.125103504223005,1.7669392648960254,12.223941451939234
6.705811009942068,3.3942029959868893,-9.479117819226982
-6.191714326952457,18.869637959068665,-8.299437867691495
6.1517219396754905,12.735010252851389,-0.6194386864318511
6.1513547881067225,0.1931380839492226,-0.6208142941549203
2.7376826232018345,2.1309024001866743,-4.491184533966563
12.263978702021884,13.933537151269173,3.922219151363902
-6.011332596597068,0.10629326077059242,-8.459425295238935
4.331298535330614,3.3769690797674716,-10.529798410751182
0.9459015873565431,11.523409576698308,-4.814349913828582
3.876325494629346,14.529799151546559,13.300211000228376
12.557533563832212,13.69118644955461,-0.10541768822888144
6.101199505074858,4.709655498671755,2.8014815964478745
6.360582514173916,14.955763648298253,0.9149288794690617
6.360959813421903,4.982230837432802,1.011851645249558
2.0522687274487006,6.833393661344623,7.296686257312454
-9.396398660042413,15.676319507478507,-2.2330748350460214
-7.037741044741091,13.642290879991508,5.255271176194777
2.8821163847987745,17.833691620377735,6.877690378014073
-5.17591079615451,13.809870738307211,-9.11145924896089
5.830519196610462,11.934480670044904,-1.5267060507701953
2.8259319639976828,1.967170124389942,6.910288735933453
-2.500886370858564,7.722031864248104,7.772848189802485
-8.24939976380136,5.569249721316234,3.6250476870563917
10.886179526042277,5.123782510960755,-5.310716051867834
6.277758940968244,20.433221649801357,2.018449916015351
-9.473042731376912,8.255052218001968,-1.278549151569226
-6.631213794035641,18.732977658719378,-7.875898390620561
2.183335015255181,13.25391114594252,-4.66447622438726
-5.520018655466506,16.691037374374616,-8.859392954798812
6.315365063286431,10.555378955209035,0.22970057553895812
3.0643005663144454,12.114981577153541,-4.355555194015135
6.326886282762691,10.342871570196142,12.101286199063793
4.396429271364394,4.100102743758934,13.09494041041856
11.992372792400868,15.171494420491612,-2.8714627591874664
2.0276427249511415,5.896219611257972,7.307201698934176
4.483401076664929,0.5106352950605306,-3.4101291780421583
1.8393966683365595,13.554918214050524,-11.008520203789427
-7.488176440105005,3.7193242675480276,4.737058496732816
5.351583337316173,19.7496302714112,-2.3938064101839336
-9.369632841152796,20.032500117054333,0.4262047915993173
1.6039202481737065,19.212152194629418,-4.774275144030063
10.019430804271153,7.773332705364332,8.719900177628457
4.621486839679433,0.324588947106216,5.4574188852098775
-0.4278513586041453,19.494689814342234,-10.948157429932085
1.5482271003330244,8.9918671146636,7.4918957406787134
-9.442468911861814,20.29975119991706,-1.8075217483616952
-8.92440245345898,20.23601951887431,-4.203986448323435
