feature_1,feature_2,target
7.41508783020258,0.8300727553768132,0
-6.322693958269931,-7.796010137158941,2
-5.6047517115049,-7.3858613928060555,2
-5.302339370775442,-6.625129091807815,2
5.876242887627069,-1.066274288794659,0
-8.992864264153907,-6.12280141721345,1
-9.206325033579889,-8.481192416256855,1
6.74234348232109,-2.999294759255037,0
6.025694306786527,-0.9454954906252775,0
-8.119523489093842,-8.777792075897505,1
-9.726993902364326,-8.458518316446442,1
-9.313501414825804,-9.68408375032707,1
5.067419248493737,-0.9148673795170001,0
-8.423932934783764,-7.837558036957377,1
-5.727131092224607,-7.138459752879452,2
-7.774485893167965,-6.445968904696868,2
-5.044691410061094,-7.042114941474677,2
5.746821703850952,0.9064197408962986,0
-10.153802430337395,-7.709793253131501,1
-9.723643960929563,-8.78952384938561,1
4.6999784471760835,-0.6570911943535412,0
4.8541266270003245,-1.4034104167551658,0
-7.55566337186432,-6.013630089946228,2
-5.841027134528297,-6.310522104388358,2
-9.934956392997892,-7.401615054904431,1
-5.271088761694341,-6.843480759845334,2
-8.235479129263847,-11.415869794557441,1
-9.97868542719715,-7.701041622597836,1
-7.100893395905253,-6.517925574014606,2
-3.958798970398855,-6.319298540923777,2
-6.179022294098183,-5.738393806115022,2
-8.678892345338193,-7.336402651332225,1
-6.4039051574855215,-7.22848649660558,2
-5.87142256152687,-5.8416496984215245,2
4.049648586055125,-0.3192044539312646,0
-9.229310809411263,-7.643855468086847,1
-8.723924130122926,-9.82319782005468,1
-5.325431438472649,-6.502620564113689,2
3.2283206584872652,-0.5763828038077093,0
-6.246227721521451,-7.542525584470324,2
6.262747458372652,-1.5379422215145468,0
-6.497838996084949,-8.117945577374364,2
5.492281384008178,-1.9977711888012784,0
-5.635000186938783,-7.4217160933226864,2
4.8329492791017605,-1.5071691881876426,0
-10.08768381947119,-9.261869123493323,1
6.190281117100122,-0.02624289850213224,0
-11.047366462713242,-6.341438279827296,1
-9.405633234403458,-7.411225478736642,1
-8.46911145445949,-7.375124346398012,1
-9.401006576241073,-8.020907097576798,1
7.210242813892138,-1.5206099039949195,0
-9.08608058778494,-9.875867896743038,1
-3.895683709746089,-6.320096722503643,2
-6.301188805914756,-7.248837096389857,2
5.66207922189079,0.891219236247978,0
4.763132414571286,-0.01392419509324605,0
-10.708603150956415,-6.693038779874352,1
5.516197903053845,-0.2187243907790445,0
5.108620942345574,-2.8334860230422296,0
3.73188278358847,-1.1945524581424882,0
-6.4984088914550036,-5.822966214085943,2
-5.4526117469615105,-7.600501832337078,2
-5.747910643731089,-5.848640164188216,2
6.383077007440655,0.18465097762143046,0
-9.056791982222132,-6.624706652593292,1
-6.1492182663257875,-6.220960891529435,2
5.155167437655754,-1.7483873914691044,0
