x1,x2,x3,x4,x5,x6,x7,x8,y
-0.05023810944913695,0.2704568257798388,-0.8309501164110378,0.04852162794482699,-0.863990769679816,-0.6506425691218269,-0.5923939242388692,-0.48712538376469605,-166.36343047538145
-0.05429486651781221,-2.6968866429415717,-0.2727235697476705,-0.24574306408594432,-1.5031429531181062,-0.3357846992901282,-0.2595913513636048,1.669021525289393,-81.96885180322724
-0.7699732310586418,0.03408346825922607,-1.2239402667622565,-0.6492775450660071,-1.0147567306928669,-0.3791277409874871,-0.5816809139486437,-0.20358036010236177,-167.46028816931994
-1.3516846056163336,-0.9232332461109043,-1.4066610968482223,-0.6115178029919482,-0.7553829323533225,0.517659020469123,0.18676676447707832,-0.7257438131534656,-98.7015168258278
-1.7397137787780996,1.1487657003721035,-2.8485426206300755,0.7716987106483447,-0.37061433208610595,-0.025554070991445278,0.5436001545944323,1.1727290192593647,-32.65056298472429
-0.5069431753711298,0.24496657110872277,0.2436872114919123,-0.8222203955664315,-0.5637245528039747,-0.8254971967925115,0.41293145427562433,-0.32138584165299344,-133.7609759802794
1.543243528272189,1.884586305934609,1.088748619704186,-0.372206776071053,-0.9594392367234797,1.221033695525353,-0.22648409884983192,0.5820977034686158,69.24390856539864
-0.6629009175509482,-0.7019916878067554,0.04059169120388238,0.04886007032570433,0.5432980290363879,0.12522450264790727,0.12229750303228377,-0.429405541125253,35.76554050811335
-1.7607627591558177,0.5655096456315442,2.601683114180395,0.24075317948856828,1.702214944635238,1.2382830714336357,0.3088330125989638,0.02127157673606165,308.4113542148166
-1.9875689146008928,0.0917607765355023,-0.29900735046586746,0.08704706823817122,0.8219025043752238,-0.03582603910995154,-2.6197451040897444,1.5646436558140062,113.99861412549589
-0.6929095952606542,0.35701548596504734,0.8496020970210246,-0.5893647569442115,-0.4930009346588328,0.28099186773503265,-0.20812225035727522,-0.6226995198205938,-35.67767126089309
-0.6533292325737119,-0.4749453111609562,-0.3345012358409484,-1.2002964070557762,0.8657551941701215,-0.7925207384327007,0.5049872789804571,-0.11473644146689901,-31.302650672885484
0.5079913269125437,-1.8362053731032966,-1.331232953557778,-0.7859894605079495,0.9567023167945841,0.1335409047822823,0.7081086766885905,-0.1524698363805439,32.41383296748718
-2.0733902324081495,1.246085192497629,1.0915068519224618,-2.650969808393012,1.5039929885826886,-0.7128457826771644,-0.2549772174208553,0.10643022769189683,39.182184881921756
0.6105857452838231,0.3801978510059632,-1.3353443587101013,0.17770100093325383,0.620672097550678,-0.7271371758248686,-0.07443342910004629,-0.24751863555150475,-52.54481709402638
0.047398671316414016,-0.6518361078021592,-1.2110161997624567,-0.06607979864731657,-1.6615200622689599,0.25972250172148187,0.6385924587773739,-0.9043166251044086,-180.55951143720378
-0.20932367715186612,1.4711703274936085,-1.6135613978767411,-1.3719011429313563,1.7117084801423434,-0.4432822511915103,-0.172946059923423,-0.8848027140269009,-12.045952336085278
