age,fare,pclass,sibsp,parch,survived
-1.7998314306629748,1.6859756532387145,-1.2070281592017922,-0.9655118629004646,1.9064841686885794,0
-1.1166009908304417,-0.12750372169380855,-1.3293127769530804,0.8006161417671458,1.3030441022357486,0
0.9996342634285915,-0.4408068689357062,-0.7050860944728394,0.85249255563812,0.22425665368936998,1
1.9310035123702152,-1.187686389731797,2.1379276805504133,-0.0048901763869282355,-2.5499913558122738,1
-0.38903056871823605,-0.36096538858601324,1.604568718443906,-0.588830672496822,-1.3443590130267102,0
-0.37701829049688984,0.11416949297980386,0.8626732196879942,-0.607926421082927,-0.5916224795536726,0
0.8967176676421902,-0.33160941038137165,-2.4418917356519962,1.7193122439785287,1.709905458282151,1
-0.5391073675641413,0.1828290031959337,0.24198457924568365,-0.3320636746909946,-0.023858816447086095,0
-0.11765908953246629,0.8307836855531678,-1.5982762703186728,0.12766342330960778,1.5947379270586313,1
0.5124465526452477,2.9732552013565403,-1.4147617074754057,-1.902995217888967,1.9566141607115382,1
-0.7551840425308689,1.404093431925428,-0.2546918618701532,-1.184062088410983,0.8049655893430293,0
-0.0889695096769354,-0.2986375723377194,1.747610982831984,-0.7097650412319345,-1.5096829218922974,0
-1.3392077474285051,0.5891827398591336,2.241588839621704,-1.8669753189818832,-1.3683875573237945,0
-0.8299318744320965,1.2663692523361056,-0.3357230717683273,-1.0166152838634006,0.846286868768102,0
-1.3174278633978038,0.6093697491942418,-0.47974223267735555,-0.36069371467301437,0.8728280946007214,0
2.8219132652825096,1.5943111066597722,-1.7736348495938226,-0.31438829554628256,1.3194713904502358,1
-0.6510570898562082,0.009672787596393836,0.20751861300016877,-0.16025201506525388,-0.02340548283761379,0
2.4553136640547946,3.1059380204251936,-1.8914792878398372,-1.6525264848994339,1.9583432331422286,1
-0.4669407871013894,0.6941164979618826,0.1467307950551616,-0.743048243297195,0.19430153739803102,0
-1.1215354510649531,-0.30079872530759066,2.14935582680737,-0.9885542371857906,-1.611911623970194,0
0.39911330602152284,0.07681154118606819,-0.7244160895783903,0.35682242619281523,0.531106918836691,1
0.9619485894056898,0.26128540075827317,-0.481728098777584,0.08245431953528892,0.2626757271119652,1
-1.1153804082320828,2.417178291478887,-0.8822221532782812,-1.7799510133230834,1.7100465877823594,0
-0.3102424378149533,0.7677343397028237,-2.0636757314078698,0.43554914282173884,2.001323983325249,1
-0.46225508033752094,0.2585869545803629,0.25609816979784544,-0.4051852726910389,-0.029446637158646816,0
-2.172151427696247,2.2721052885283712,-1.9845613374825872,-1.0870854442220605,2.807643679216997,1
-1.3404413730366236,2.743829774729398,-1.14980936698933,-1.9414436546226477,2.079748702190376,0
0.4631799721151658,0.4886555535876285,-1.8835432318076224,0.6320964756736875,1.5964303004775997,1
-0.4411512462993936,-0.5972326019847662,0.5399210186294285,0.22077857752640329,-0.5284765204320654,0
-1.6436187771564215,1.758345147535642,-1.0687365971928737,-1.1007619007411742,1.780046328063225,0
-0.8487577411089706,-0.30714456985165706,1.8897613709566377,-0.8226514823008548,-1.4606984074718883,0
-1.3907312101088296,0.8793153866681217,-3.5905749411939913,1.1297964012130488,3.531827006207995,1
0.17441483032764526,0.22721404673671047,-0.7750325819006405,0.23527606349303465,0.6684459549693673,1
-0.624911417600373,-0.22729351446594023,0.2738923202065353,0.021005912607935606,-0.15603275248694004,0
-1.5821755197385126,0.2676999985698589,2.1099566086278982,-1.5120173415959575,-1.3040774863193159,0
-1.283625157028399,0.19443497115761627,0.2645079206071181,-0.3955673943418926,0.12632893204491036,0
-0.45652317510032114,0.4594764403149225,2.107648339410771,-1.6254684569561269,-1.4935056613127689,0
-0.27404965990175045,0.49376850795740296,0.38293007753267566,-0.6813861039722258,-0.10394788735536964,0
0.7484879907686444,0.29620722411900446,-0.2452523673939216,-0.09346572638007278,0.12603626568948445,1
0.8872171676902332,0.05506752211711204,-1.3249514833901614,0.7393540019866547,0.9104779652622034,1
-1.2524833882055195,2.11607072752086,-0.906721919029809,-1.497906606650295,1.6688957988734074,0
0.5524745874252028,-1.6669707686712578,1.6386754449959606,0.6389817658104859,-1.9792198226027886,0
-1.208898427365305,0.19125109630670722,1.0238245067684653,-0.8137284977333261,-0.5162063189830934,0
-1.4763625475479232,1.2685239213655501,-0.8151835493989193,-0.7851136742622464,1.385009389203051,0
0.48382198062310733,0.34985601021137025,-2.4606420544607883,1.0834200756297911,2.024567079491666,1
2.5118713212335373,1.5782250851843893,-0.5318309064431207,-1.0116732598912832,0.36124617182438334,1
-0.4016306208203205,0.2101655888159569,0.30216714443809417,-0.3833567670340372,-0.09556877923248264,0
-0.9072576911459214,0.4008234751021966,1.7403644164125855,-1.390502095464881,-1.109060494806397,0
2.3282710022384814,-1.5273450926194354,-2.9501324774189417,3.1762907430697145,1.4463100569780667,1
1.4622753354618832,-1.330752934769293,-1.0986067964034534,1.9128114923245856,0.17437730533188778,1
-0.06128463919949234,0.258220041236003,-1.82023382963088,0.779311055979844,1.590482071138967,1
2.6423583055789175,1.460254152180198,-2.579865924355539,0.2500492489510009,1.9820681948635976,1
-0.43116172312041234,1.140773455620551,-0.741472951024071,-0.6528661325488396,1.0535133627072617,1
1.6805551437465809,0.3876041821105317,-1.507298260400552,0.5798258664449536,0.9858544056312317,1
2.6695052577496594,-1.2635647202507958,-2.6285945291318167,2.773166422896703,1.1863079628698636,1
-1.5298951184688656,0.4418880315450452,1.8832034631399688,-1.541752353800832,-1.0759706831876878,0
1.0802745182069193,0.9295324758963537,-0.48586749124693474,-0.5207834841174233,0.4434188423455989,1
0.1771192618469658,1.3067898905679187,-0.5105017795300548,-0.9013139467720716,0.7790195687207455,1
0.8580688891025168,-0.5451109135635982,2.1174595106804537,-0.6399031515627047,-2.0993173496666904,0
1.6377434046411032,3.1205214817979474,-1.739624853340668,-1.7951162587124925,2.0191956858334805,1
-1.4223001347083675,2.4405358316663697,-1.108958301917829,-1.6909972429283489,1.9718848900530643,0
0.27556716740549925,0.3390383850027697,-0.4484857420269667,-0.044481360212346055,0.4112942146512446,1
-0.17180453799470818,0.8676773307217358,0.41477409758033273,-1.0360960905734624,-0.03892815490500201,1
0.5796821693395531,1.4877729580974282,-1.9712063002783733,-0.22747577788668438,1.9471292026707387,1
-2.3898628018524786,0.22572506957009048,1.7953106387260598,-1.3410993148920218,-0.8786776540818295,0
2.4575078654746285,-1.770200944600703,-2.0506904273964413,2.902107980297174,0.603325563524981,1
-0.5352309330384342,-0.38194617359532235,0.3652285653432882,0.11634455990634818,-0.2982253938129058,0
-0.9456291826400962,0.023941996763601064,2.2629144890146193,-1.3400037531010214,-1.6454736217453185,0
-1.0672347118879197,0.9983139778220039,-0.44930604221442844,-0.7203829584768213,0.9107612137316121,0
-0.9176542589402175,0.6207145720947861,-2.817380085319362,0.9593099023309107,2.711668468603186,1
-0.015821662068731923,-0.1375546011953155,0.41091446319047253,-0.10494698243942724,-0.3766164608593392,0
-1.5904382460048474,-0.41985526340827906,0.7179167053256191,-0.1034672149951833,-0.3659435331768507,0
1.6820002228185524,3.7162263607052117,-2.826433568374532,-1.7297750800136191,3.085405365485267,1
-2.0194678817274507,2.7767121860822446,-1.7128880881271284,-1.6930288749383537,2.703890300754293,0
1.5476444325109089,0.7028958776884545,-0.8936263205350984,-0.05967030982999233,0.606294921781183,1
-1.3343898141306623,1.5060364703116202,-0.7846943758077944,-1.0120101592688495,1.400774876593726,0
1.7604425453076895,2.7299397592981367,-1.7108755789472987,-1.4468966933594003,1.849312957371795,1
-1.3547832311275796,1.0260525751715173,3.967002176807918,-3.2338923191166313,-2.652002817734899,0
-1.535024088211678,0.0021514769798790844,2.2655860261875675,-1.353420434776961,-1.5235387527546034,1
